DateTime,B50D0013-001,B49G0162-001,B50A0232-001,B44D0555-001,B50E0200-001,B50A0234-001,B50E0379-001,B43H0257-001,B50G0045-001,B44G0066-001,B44H0174-001,B50D0066-001,B49D0095-001,B43G0389-001,B49G0229-001,B50C0078-001,B50E0326-001,B49H0007-001,B44C0113-001,B49G0959-001,B50E0201-001,B50D0004-001,B49F1427-001,B43G0110-001,B44G0514-001,B50B0581-001,B43H0261-001,B44A0480-001,B44G0563-001,B50G0044-001,B43H0063-001,B43H0046-001,B49G0165-001,B44G0310-001,B49F0434-001,B50G0093-001,B49G0166-001,B44G0449-001,B44G0058-001,B43H0256-001,B44D0720-001,B44G0311-001,B50B1279-001,B49G0147-001,B50C0079-001,B50B0582-001,B44G0515-001,B49G0228-001,B49B0610-001,B43G0390-001,B50B0493-001,B43G1173-001,B49D0061-001,B50C0029-001,B44C0214-001,B50C0028-001,B44G0499-001,B49G0138-001,B44C0212-001,B49G0451-001,B43D0017-001,B49E0300-001,B50B0215-001,B49G0098-001,B50A0149-001,B49G0161-001,B50A0233-001,B44E0224-001,B50G0046-001
2019-08-11,13.187583333333334,2.2501666666666664,4.9755,-1.7365833333333331,16.746333333333332,4.777833333333334,9.230083333333333,-2.5048333333333335,20.03291666666667,3.6607916666666664,6.606208333333334,13.280125,0.9617083333333333,-1.1696250000000001,5.184208333333333,6.153958333333333,7.7322500000000005,11.712791666666668,-1.1922916666666665,8.8325,13.94625,13.609333333333334,3.6835833333333334,0.10954166666666666,-0.18329166666666666,10.9215,-1.5260833333333332,-1.20775,-0.301125,,-1.4384583333333334,-0.6154166666666666,14.915416666666665,-1.038,3.078375,20.31,6.126625,2.3972083333333334,5.664375,-0.7874166666666667,-1.7006249999999998,0.443875,,8.363291666666667,8.242791666666667,2.311875,0.04858333333333333,10.208333333333334,0.6380833333333333,-1.0332083333333333,12.34975,-1.8548333333333333,0.30791666666666667,7.700666666666667,0.44445833333333334,9.725541666666667,3.2920416666666665,1.4313333333333331,-0.7164166666666666,8.44725,-0.24145833333333333,-1.4425416666666668,4.158291666666666,0.9634999999999999,6.527083333333334,14.202541666666667,8.520708333333333,-0.5874583333333333,15.354208333333332
2019-08-12,13.182250000000002,2.248,4.992166666666667,-1.7466249999999999,16.747041666666664,4.792791666666667,9.225583333333335,-2.5066666666666664,20.02325,3.656916666666667,6.602541666666667,13.262541666666666,0.9711249999999999,-1.1597916666666668,5.180916666666667,6.177499999999999,7.731541666666668,11.707416666666667,-1.1954583333333333,8.828541666666666,13.963041666666667,13.608916666666667,3.6802916666666667,0.12966666666666668,-0.18816666666666668,10.920208333333333,-1.5248333333333333,-1.2025416666666666,-0.3045,,-1.4390416666666666,-0.6210416666666666,14.911708333333332,-1.0302499999999999,3.0679583333333333,20.308208333333333,6.143416666666667,2.39825,5.662958333333333,-0.7872083333333334,-1.6965416666666666,0.44545833333333335,,8.364291666666666,8.323541666666667,2.310208333333333,0.05245833333333333,10.205625,0.6381666666666667,-1.024875,12.346083333333333,-1.8511666666666666,0.31825,7.698,0.44825000000000004,9.728958333333333,3.2893749999999997,1.4375833333333334,-0.7186666666666666,8.441958333333334,-0.234375,-1.4459583333333335,4.14575,0.9732500000000001,6.5220416666666665,14.194541666666666,8.515666666666666,-0.5798333333333333,15.341375
2019-08-13,13.193208333333333,2.2462916666666666,5.007791666666667,-1.73175,16.743791666666667,4.8933333333333335,9.230416666666667,-2.497708333333333,20.026833333333332,3.671583333333333,6.624833333333334,13.311083333333334,0.9844166666666667,-0.9892916666666666,5.179458333333334,6.210541666666667,7.735541666666666,11.7035,-1.2047083333333333,8.826625,13.979,13.617666666666667,3.685083333333333,0.14608333333333332,-0.09020833333333333,10.926875,-1.523375,-1.1950416666666668,-0.27379166666666666,,-1.4403333333333332,-0.6149166666666667,14.908166666666666,-0.989375,3.1186249999999998,20.306041666666665,6.173875,2.4227083333333335,5.660374999999999,-0.7770416666666667,-1.6577083333333331,0.521125,,8.356083333333332,8.4005,2.309875,0.09949999999999999,10.202375,0.652375,-1.0224583333333335,12.343583333333333,-1.775125,0.40650000000000003,7.6950416666666674,0.4722916666666666,9.7425,3.3064999999999998,1.4488750000000001,-0.7016666666666667,8.438333333333334,-0.20704166666666668,-1.4476250000000002,4.1745,0.9895,6.525833333333334,14.186333333333332,8.519166666666667,-0.4635416666666667,15.362958333333333
2019-08-14,13.223916666666668,2.244625,5.023333333333333,-1.7505,16.752583333333334,4.85875,9.238333333333333,-2.4919583333333333,20.05875,3.6759166666666663,6.617166666666667,13.454,0.9954583333333332,-1.0652916666666667,5.186458333333333,6.212083333333333,7.745666666666668,11.702625,-1.1940833333333334,8.826916666666667,13.999583333333334,13.634958333333332,3.689125,0.149,-0.10625,10.943541666666667,-1.5234583333333334,-1.18275,-0.23370833333333332,,-1.434375,-0.613,14.905500000000002,-0.957875,3.1590833333333332,20.30575,6.203333333333333,2.4375416666666667,5.660125,-0.7555000000000001,-1.6702083333333333,0.5197916666666667,,8.38575,8.489875,2.3152916666666665,0.09191666666666666,10.202333333333334,0.6620833333333334,-0.9973333333333333,12.349166666666667,-1.7829166666666667,0.375375,7.700500000000001,0.49379166666666663,9.759958333333334,3.328333333333333,1.4556666666666667,-0.6877083333333333,8.434875,-0.20695833333333333,-1.4444166666666665,4.218833333333333,0.9896666666666666,6.529375000000001,14.178708333333333,8.525416666666667,-0.312125,15.398375
2019-08-15,13.237333333333334,2.2436666666666665,5.023166666666667,-1.7575833333333335,16.747416666666666,4.8854999999999995,9.235958333333334,-2.488125,20.071291666666667,3.6793750000000003,6.625083333333333,13.518083333333331,1.008125,-1.0818333333333334,5.18575,6.220791666666667,7.741125,11.6975,-1.1707083333333335,8.828166666666666,14.028916666666667,13.661958333333333,3.682625,0.15629166666666666,-0.10483333333333333,10.944249999999998,-1.5225416666666665,-1.1722916666666665,-0.218,,-1.4231666666666667,-0.6016666666666667,14.90225,-0.9457916666666666,3.1819583333333337,20.30333333333333,6.237875,2.44525,5.658625,-0.7282916666666667,-1.6711666666666665,0.5265000000000001,,8.415291666666667,8.536833333333334,2.3202083333333334,0.10099999999999999,10.198375,0.6652916666666667,-0.9723333333333333,12.344958333333333,-1.789375,0.36200000000000004,7.697708333333334,0.5003333333333333,9.764791666666666,3.341708333333333,1.4592916666666669,-0.6795,8.430333333333333,-0.22895833333333335,-1.4441666666666666,4.223541666666667,0.9960416666666667,6.526958333333333,14.171541666666668,8.525375,-0.30533333333333335,15.438291666666666
2019-08-16,13.242458333333333,2.2421666666666664,5.01925,-1.7442916666666666,16.7515,4.83425,9.230458333333333,-2.492875,20.069041666666667,3.6762083333333333,6.609291666666667,13.536208333333335,1.0076666666666665,-1.1049166666666668,5.183666666666666,6.21825,7.734416666666667,11.695875000000001,-1.1838333333333333,8.824,14.036708333333332,13.663791666666667,3.6787083333333332,0.16479166666666667,-0.12425000000000001,10.939041666666666,-1.5217916666666664,-1.1787083333333335,-0.21624999999999997,,-1.429,-0.6043333333333333,14.899041666666667,-0.9482083333333332,3.1807499999999997,20.302249999999997,6.251041666666667,2.4505416666666666,5.655875000000001,-0.742375,-1.678625,0.517,,8.4005,8.579708333333334,2.3185,0.09000000000000001,10.197041666666665,0.6588333333333334,-0.9677083333333333,12.341458333333334,-1.8045833333333334,0.3325,7.695875,0.5046666666666667,9.766541666666667,3.349833333333333,1.4571666666666667,-0.679375,8.425833333333333,-0.25429166666666664,-1.4455,4.219166666666667,0.9927083333333333,6.5212916666666665,14.164499999999999,8.520958333333335,-0.3475833333333333,15.459041666666666
2019-08-17,13.258375000000001,2.2412916666666667,5.02325,-1.6665416666666666,16.751625,4.853958333333334,9.230666666666666,-2.4849583333333336,20.069,3.689583333333333,6.619791666666667,13.520416666666668,1.0212083333333333,-1.0446666666666666,5.179375,6.2417083333333325,7.739666666666667,11.694041666666665,-1.1460416666666666,8.827125,14.063041666666665,13.688333333333333,3.6800833333333336,0.16525,-0.10891666666666666,10.956083333333334,-1.5126249999999999,-1.1572083333333334,-0.21220833333333333,,-1.4077083333333331,-0.5898333333333333,14.897083333333335,-0.9367916666666667,3.1819583333333337,20.301416666666665,6.299041666666667,2.458833333333333,5.6531666666666665,-0.7094166666666667,-1.6747916666666667,0.5295,,8.454791666666667,8.618875000000001,2.3215833333333333,0.10087499999999999,10.195583333333333,0.6701666666666667,-0.9389583333333333,12.347416666666668,-1.8014999999999999,0.33016666666666666,7.699750000000001,0.5187083333333333,9.776791666666666,3.3617500000000002,1.4662499999999998,-0.6720416666666668,8.423375,-0.2627916666666667,-1.4404583333333332,4.2214583333333335,1.0025833333333332,6.524541666666667,14.158166666666666,8.528583333333334,-0.30425,15.504
2019-08-18,13.26225,2.2405833333333334,5.03925,-1.6532916666666668,16.746916666666667,4.923375,9.23225,-2.462666666666667,20.080041666666666,3.7051250000000002,6.631333333333334,13.559166666666668,1.0270833333333333,-1.015375,5.177625,6.2714583333333325,7.740375,11.693958333333333,-1.1404583333333334,8.824125,14.080291666666668,13.714125000000001,3.677125,0.17800000000000002,-0.05454166666666666,10.96675,-1.507,-1.15425,-0.19395833333333334,,-1.4000416666666666,-0.5780833333333333,14.893749999999999,-0.9309166666666667,3.214375,20.299583333333334,6.325500000000001,2.4712083333333337,5.6514999999999995,-0.6834166666666667,-1.6701249999999999,0.5804166666666667,,8.440958333333333,8.6715,2.324625,0.12920833333333334,10.191374999999999,0.6735833333333333,-0.9235000000000001,12.344375,-1.7712083333333333,0.34037500000000004,7.696166666666667,0.5217916666666667,9.785375,3.3833333333333333,1.4685,-0.6578333333333334,8.420083333333332,-0.2675,-1.4367916666666665,4.234583333333333,1.0075416666666666,6.527833333333334,14.150541666666667,8.53375,-0.18529166666666666,15.53175
2019-08-19,13.252625,2.239125,5.034208333333333,-1.6602916666666667,16.738333333333333,4.858791666666667,9.226666666666667,-2.4607916666666667,20.071833333333334,3.690416666666667,6.6085,13.574166666666668,1.019375,-1.019375,5.1771666666666665,6.254625,7.727250000000001,11.686333333333332,-1.1775833333333334,8.816333333333334,14.076374999999999,13.722541666666666,3.6638749999999995,0.1775,-0.09699999999999999,10.941541666666666,-1.51025,-1.17625,-0.19183333333333333,,-1.4167083333333332,-0.582625,14.889208333333334,-0.9470000000000001,3.2063333333333333,20.29625,6.313583333333334,2.4674583333333335,5.647291666666667,-0.7062499999999999,-1.6762083333333333,0.543625,,8.367833333333333,8.686041666666666,2.3251250000000003,0.107375,10.184666666666667,0.6592083333333334,-0.9324166666666667,12.324958333333333,-1.7645416666666665,0.30724999999999997,7.684541666666667,0.5009583333333333,9.770583333333333,3.3960416666666666,1.4548750000000001,-0.6557916666666667,8.413416666666667,-0.281875,-1.444,4.2238750000000005,0.9969583333333333,6.517041666666667,14.142458333333332,8.522708333333332,-0.2657083333333333,15.534333333333334
2019-08-20,13.24,2.23725,5.024875,-1.6682083333333333,16.733583333333332,4.8265416666666665,9.220166666666666,-2.4684166666666667,20.040833333333335,3.6798749999999996,6.593416666666666,13.543291666666667,1.01375,-1.015875,5.1735,6.233791666666666,7.725874999999999,11.681291666666667,-1.2087083333333333,8.810375,14.072125,13.725291666666665,3.655791666666667,0.1679166666666667,-0.12979166666666667,10.917708333333332,-1.5059583333333333,-1.192125,-0.19941666666666666,,-1.4243333333333332,-0.5922916666666667,14.885208333333333,-0.9650416666666666,3.1794583333333333,20.293833333333335,6.293166666666667,2.4615416666666667,5.644583333333333,-0.729,-1.6822916666666667,0.51625,,8.313791666666667,8.660208333333333,2.323916666666667,0.09441666666666666,10.180375,0.6525833333333334,-0.9392083333333333,12.314,-1.7494583333333333,0.2734166666666667,7.678,0.48941666666666667,9.753,3.4000833333333333,1.4476250000000002,-0.6600833333333334,8.407208333333333,-0.2925833333333333,-1.4487500000000002,4.210958333333333,0.984125,6.506958333333333,14.135041666666666,8.513291666666666,-0.2972916666666667,15.533708333333335
2019-08-21,13.233125000000001,2.2352916666666665,5.017541666666666,-1.6767083333333332,16.736375,4.80675,9.217041666666667,-2.4810833333333333,20.023708333333335,3.671708333333333,6.583291666666667,13.503541666666665,1.01175,-1.1163333333333334,5.170208333333333,6.218125000000001,7.726541666666667,11.67875,-1.2250416666666666,8.806916666666666,14.070208333333333,13.71325,3.6521666666666666,0.1425,-0.15670833333333334,10.909791666666665,-1.5111249999999998,-1.1996666666666667,-0.21416666666666664,,-1.42925,-0.6058333333333333,14.881875,-0.9811666666666666,3.140541666666667,20.2925,6.275833333333334,2.4545416666666666,5.642416666666667,-0.74525,-1.6894166666666666,0.49304166666666666,,8.298041666666666,8.63925,2.3213333333333335,0.076875,10.178041666666667,0.6514166666666666,-0.94175,12.3105,-1.7610416666666666,0.2511666666666667,7.675625,0.48662500000000003,9.743416666666667,3.3998749999999998,1.4468750000000001,-0.6674583333333334,8.401916666666667,-0.302375,-1.4510833333333333,4.203291666666667,0.9732083333333333,6.500583333333334,14.128208333333333,8.506916666666667,-0.31808333333333333,15.518666666666666
2019-08-22,13.232541666666668,2.234,5.020416666666667,-1.6805,16.735375,4.8265416666666665,9.213166666666668,-2.496,20.015666666666664,3.6711666666666667,6.574750000000001,13.465958333333333,1.0155833333333333,-1.1546666666666667,5.167291666666666,6.206458333333334,7.7244166666666665,11.675541666666668,-1.2119583333333332,8.802791666666666,14.072666666666665,13.711041666666667,3.6473333333333335,0.10975,-0.17170833333333332,10.905541666666666,-1.507375,-1.1963333333333332,-0.22745833333333332,,-1.422375,-0.6124166666666667,14.879125,-0.992125,3.1012083333333336,20.29041666666667,6.2795,2.4482500000000003,5.641291666666667,-0.7460416666666667,-1.6950416666666666,0.47820833333333335,,8.326125,8.597416666666666,2.31925,0.07341666666666667,10.175666666666666,0.6527083333333333,-0.9328750000000001,12.307458333333335,-1.783125,0.23729166666666668,7.672583333333333,0.48441666666666666,9.734625,3.3975833333333334,1.4505,-0.6753333333333335,8.396125,-0.3092916666666667,-1.452875,4.218791666666667,0.9707499999999999,6.495208333333333,14.121250000000002,8.501291666666667,-0.32004166666666667,15.491
2019-08-23,13.224499999999999,2.23225,5.014958333333333,-1.6861666666666668,16.73304166666667,4.846625,9.210166666666668,-2.5056666666666665,20.006833333333333,3.667125,6.566291666666667,13.427875,1.015,-1.176,5.163791666666667,6.194500000000001,7.720458333333333,11.672541666666667,-1.20725,8.796875,14.043083333333334,13.689291666666668,3.626583333333333,0.09566666666666668,-0.18295833333333333,10.897,-1.5014583333333331,-1.1994583333333333,-0.243,,-1.4182499999999998,-0.614,14.875708333333334,-0.9937916666666666,3.073916666666667,20.287166666666668,6.2703750000000005,2.4402916666666665,5.638583333333333,-0.7527499999999999,-1.7005416666666668,0.46587500000000004,,8.337625000000001,8.563041666666667,2.3149583333333332,0.06745833333333333,10.173666666666668,0.6495416666666667,-0.9301666666666667,12.301375,-1.8105,0.22183333333333333,7.667166666666667,0.4759166666666666,9.726625,3.3915,1.45075,-0.6839583333333333,8.390416666666667,-0.31654166666666667,-1.4560833333333332,4.228791666666667,0.968,6.489,14.113791666666666,8.4935,-0.32837500000000003,15.451
2019-08-24,13.2215,2.2312083333333335,5.009125,-1.69025,16.727291666666666,4.8655,9.206833333333334,-2.5145,19.996416666666665,3.666166666666667,6.5584999999999996,13.393958333333332,1.0145833333333332,-1.1940833333333334,5.153291666666667,6.183291666666666,7.721708333333333,11.670041666666668,-1.18275,8.795458333333334,13.996333333333332,13.689541666666665,3.626666666666667,0.10066666666666667,-0.19341666666666668,10.887916666666667,-1.4917083333333334,-1.188375,-0.2575,,-1.4045416666666666,-0.6087083333333333,14.873041666666666,-1.0005,3.0541666666666667,20.2835,6.233041666666666,2.4349583333333333,5.636291666666666,-0.7508750000000001,-1.7063333333333333,0.45779166666666665,,8.37675,8.508166666666666,2.31225,0.06054166666666667,10.171875,0.6528333333333334,-0.919625,12.298375,-1.8419583333333334,0.20908333333333332,7.663291666666667,0.47245833333333337,9.720583333333332,3.3855833333333334,1.44825,-0.693375,8.383375,-0.322,-1.45925,4.2075000000000005,0.9675416666666666,6.482541666666667,14.106041666666668,8.486416666666667,-0.3249166666666667,15.412
2019-08-25,13.204875000000001,2.229833333333333,5.0080833333333326,-1.69325,16.705041666666666,4.856041666666667,9.201875,-2.5233333333333334,19.9835,3.6587083333333332,6.547958333333334,13.36475,1.008625,-1.2137916666666666,5.1494583333333335,6.178041666666666,7.71375,11.66475,-1.1790416666666668,8.788958333333333,13.934666666666667,13.653875,3.6017500000000005,0.10145833333333333,-0.20583333333333334,10.867333333333333,-1.4939583333333335,-1.1949166666666666,-0.27387500000000004,,-1.4053333333333333,-0.60475,14.869291666666667,-1.0120833333333332,3.0362500000000003,20.273083333333332,6.249625000000001,2.4208333333333334,5.634,-0.762375,-1.7135,0.44154166666666667,,8.376166666666666,8.450666666666667,2.3078333333333334,0.052208333333333336,10.167916666666667,0.6458750000000001,-0.921625,12.294166666666667,-1.8637916666666667,0.1904583333333333,7.6522499999999996,0.4515,9.70575,3.358041666666667,1.4439583333333335,-0.7042916666666666,8.375166666666667,-0.33033333333333337,-1.4662499999999998,4.178875000000001,0.9627499999999999,6.4714583333333335,14.094958333333333,8.47275,-0.33283333333333337,15.356499999999999
2019-08-26,13.188375,2.22825,5.003833333333334,-1.6962916666666665,16.694458333333333,4.833875,9.197416666666667,-2.530375,19.974708333333336,3.6555416666666667,6.540333333333333,13.337041666666666,1.0047083333333333,-1.229625,5.147833333333334,6.1697500000000005,7.7112083333333326,11.661458333333334,-1.1775416666666667,8.782166666666667,13.8755,13.639833333333334,3.593458333333333,0.10379166666666667,-0.21329166666666666,10.853916666666668,-1.501625,-1.1929166666666666,-0.2935,,-1.4095833333333332,-0.6035,14.865958333333333,-1.021625,3.0222083333333334,20.264541666666666,6.217666666666666,2.4105,5.629416666666667,-0.7727083333333334,-1.7204166666666667,0.4258333333333333,,8.374,8.385916666666667,2.3042083333333334,0.047749999999999994,10.165416666666667,0.6410833333333333,-0.9241250000000001,12.294208333333332,-1.8750833333333334,0.17712499999999998,7.6425833333333335,0.442625,9.698125,3.3413749999999998,1.443625,-0.7148333333333333,8.367416666666667,-0.337875,-1.4717916666666666,4.166916666666666,0.96075,6.461625000000001,14.076708333333334,8.461166666666667,-0.34379166666666666,15.283916666666668
2019-08-27,13.177416666666666,2.226875,4.991083333333333,-1.6982916666666668,16.685875,4.8336250000000005,9.19375,-2.536166666666667,19.964583333333334,3.6502916666666665,6.532666666666667,13.316875000000001,1.003375,-1.2420416666666667,5.145874999999999,6.159291666666667,7.710041666666666,11.65875,-1.1637083333333333,8.775125000000001,13.799166666666666,13.626791666666668,3.583083333333333,0.11425,-0.22216666666666665,10.842208333333334,-1.504875,-1.18875,-0.30683333333333335,,-1.4092916666666666,-0.5998333333333333,14.862833333333334,-1.0309166666666667,3.011583333333333,20.260250000000003,6.126916666666666,2.4044166666666666,5.62725,-0.7709583333333333,-1.7277083333333334,0.4209583333333333,,8.387541666666666,8.283041666666668,2.3003750000000003,0.04395833333333333,10.1635,0.6431666666666667,-0.9159166666666666,12.288375,-1.8820833333333333,0.164625,7.632958333333334,0.43654166666666666,9.689833333333334,3.3099166666666666,1.4460833333333334,-0.7250416666666667,8.359375,-0.34270833333333334,-1.4765,4.162583333333333,0.9597083333333333,6.452541666666666,14.06275,8.451333333333332,-0.3469166666666666,15.217916666666667
2019-08-28,13.156958333333334,2.225625,4.978416666666667,-1.7024166666666665,16.671625000000002,4.831166666666666,9.188875,-2.5417083333333332,19.951249999999998,3.6430416666666665,6.522541666666666,13.296708333333333,1.0047916666666665,-1.2375,5.143041666666667,6.155833333333334,7.700625,11.652833333333334,-1.1652083333333334,8.768916666666668,13.725708333333332,13.598541666666668,3.593625,0.12270833333333332,-0.23220833333333335,10.823833333333333,-1.5165833333333332,-1.19,-0.31708333333333333,,-1.4172083333333332,-0.5994166666666666,14.859083333333333,-1.0365416666666667,3.000083333333333,20.253416666666666,6.105916666666666,2.3936249999999997,5.625208333333333,-0.7777083333333333,-1.7333333333333334,0.4150833333333333,,8.372166666666667,8.222708333333333,2.2957916666666667,0.03945833333333333,10.159541666666668,0.6367916666666666,-0.9170833333333334,12.273083333333332,-1.8850833333333332,0.14962499999999998,7.621333333333333,0.41883333333333334,9.678166666666668,3.311458333333333,1.44475,-0.734125,8.3505,-0.3482083333333333,-1.482875,4.151416666666667,0.9585833333333333,6.441541666666667,14.054499999999999,8.438166666666666,-0.3586666666666667,15.127958333333332
2019-08-29,13.132125,2.223708333333333,4.974916666666666,-1.702041666666667,16.656000000000002,4.784541666666667,9.184916666666666,-2.5437083333333335,19.977333333333334,3.6470416666666665,6.539083333333333,13.339833333333333,1.0012083333333333,-1.2717916666666667,5.140333333333333,6.1578333333333335,7.697166666666667,11.647333333333334,-1.1965000000000001,8.764541666666666,13.659166666666666,13.569916666666666,3.5879166666666666,0.11720833333333334,-0.22204166666666666,10.811083333333334,-1.5202083333333334,-1.2064166666666667,-0.319625,,-1.4320000000000002,-0.6060416666666667,14.855125,-1.0327083333333333,2.9940833333333337,20.244333333333334,6.074750000000001,2.3863749999999997,5.620708333333333,-0.8023333333333333,-1.7249166666666669,0.41912499999999997,,8.322166666666666,8.176291666666666,2.290875,0.04683333333333333,10.154666666666666,0.6315833333333333,-0.9291666666666667,12.262458333333333,-1.8902916666666665,0.13279166666666667,7.609875,0.4041666666666666,9.669666666666666,3.3078749999999997,1.4389166666666666,-0.7430416666666666,8.340875,-0.35566666666666663,-1.4899166666666668,4.143625,0.9535833333333333,6.433375000000001,14.048499999999999,8.425958333333334,-0.376875,15.0535
2019-08-30,13.125750000000002,2.2215833333333332,4.987666666666667,-1.6991666666666667,16.656958333333332,4.758291666666667,9.182333333333334,-2.5461666666666667,19.973916666666668,3.6441666666666666,6.521,13.389375000000001,0.9995833333333333,-1.28975,5.138208333333333,6.16375,7.696041666666667,11.645291666666667,-1.2094583333333333,8.761125,13.621375,13.545166666666667,3.5899583333333336,0.11454166666666667,-0.22054166666666666,10.806708333333333,-1.52425,-1.2080416666666667,-0.32216666666666666,,-1.4386666666666665,-0.6164166666666667,14.851875,-1.0364166666666665,2.988041666666667,20.237791666666666,6.061125,2.383583333333333,5.618041666666667,-0.81325,-1.7300833333333332,0.4186666666666667,,8.30775,8.141958333333333,2.2870833333333334,0.041625,10.152541666666666,0.6309583333333334,-0.9395416666666666,12.260583333333335,-1.8937916666666668,0.12233333333333334,7.604958333333333,0.4095,9.667666666666667,3.3080833333333337,1.4373333333333334,-0.7515833333333334,8.330958333333333,-0.3609166666666666,-1.4940416666666667,4.138041666666667,0.9489166666666665,6.42775,14.041833333333335,8.419875,-0.38758333333333334,15.012041666666667
2019-08-31,13.134666666666666,2.2204583333333336,4.987166666666667,-1.6992916666666666,16.667416666666668,4.743166666666666,9.181583333333334,-2.550125,19.97820833333333,3.6545,6.521333333333334,13.360916666666666,1.0105416666666667,-1.28825,5.132291666666666,6.159541666666667,7.701333333333333,11.645666666666665,-1.1647916666666667,8.760208333333333,13.635458333333332,13.560375,3.592,0.130875,-0.21816666666666665,10.804833333333333,-1.5064583333333335,-1.1795416666666667,-0.3196666666666667,,-1.4117083333333333,-0.6097083333333333,14.849833333333335,-1.0417916666666667,2.9807916666666667,20.23175,6.048916666666667,2.3915,5.611541666666667,-0.7852916666666667,-1.7359583333333335,0.4242083333333333,,8.380541666666668,8.080875,2.2849583333333334,0.04041666666666666,10.15375,0.6447916666666667,-0.93125,12.264666666666665,-1.8982083333333335,0.12208333333333334,7.604500000000001,0.4262083333333333,9.666791666666667,3.305875,1.4524166666666665,-0.7597083333333333,,-0.3626666666666667,-1.4940416666666667,4.147458333333334,0.9514166666666667,6.424166666666667,14.034374999999999,8.418208333333334,-0.3714166666666667,14.993958333333333
2019-09-01,13.110083333333334,2.219125,4.96625,-1.7036666666666667,16.651,4.723958333333333,9.180958333333333,-2.556083333333333,19.952916666666667,3.6462499999999998,6.511875,13.337125,1.0037083333333332,-1.3167916666666668,5.1205,6.1472083333333325,7.685291666666667,11.635375000000002,-1.1885416666666666,8.753083333333334,13.645041666666666,13.550125,3.573625,0.129875,-0.22779166666666664,10.783583333333333,-1.5280833333333332,-1.2043333333333333,-0.327875,,-1.4322916666666667,-0.6076666666666667,14.84525,-1.0527916666666666,2.9669166666666666,20.226541666666666,6.056458333333333,2.3863749999999997,5.598791666666667,-0.8051666666666667,-1.7392916666666667,0.41775,,8.3245,8.068375,2.2797083333333332,0.036375,10.146041666666667,0.6319166666666667,-0.9627499999999999,12.239833333333335,-1.9104583333333334,0.10070833333333333,7.587125,0.38999999999999996,9.649791666666667,3.2939166666666666,1.4403333333333332,-0.769625,8.332083333333333,-0.371,-1.5034999999999998,4.119208333333334,0.9459583333333333,6.409916666666667,14.026458333333332,8.400833333333333,-0.39399999999999996,14.982750000000001
2019-09-02,13.105416666666668,2.217,4.963208333333333,-1.7052500000000002,16.653666666666666,4.7128749999999995,9.175958333333334,-2.5597499999999997,19.93916666666667,3.6332916666666666,6.495208333333333,13.308083333333334,0.9957916666666667,-1.3275833333333333,5.12225,6.142083333333333,7.6803333333333335,11.630833333333333,-1.226,8.747375,13.66075,13.530666666666667,3.5669583333333335,0.135375,-0.23987499999999998,10.774083333333332,-1.5371249999999999,-1.2174583333333333,-0.33479166666666665,,-1.4539583333333335,-0.6190833333333333,14.841499999999998,-1.0611249999999999,2.9591250000000002,20.22341666666667,6.065666666666666,2.3831666666666664,5.585041666666666,-0.8344999999999999,-1.7464166666666667,0.4045,,8.274458333333333,8.1615,2.2745416666666665,0.028666666666666663,10.142166666666666,0.6264166666666667,-1.0084583333333332,12.23375,-1.9152500000000001,0.08537499999999999,7.579291666666666,0.384625,9.644499999999999,3.284125,1.4362083333333333,-0.7791666666666667,,-0.37683333333333335,-1.509083333333333,4.107833333333333,0.9434999999999999,6.400875,14.018041666666667,8.389833333333334,-0.41933333333333334,15.025875
2019-09-03,13.109666666666667,2.2152083333333334,4.967833333333333,-1.7058333333333333,16.655458333333332,4.728625,9.175041666666667,-2.562375,19.935624999999998,3.6364583333333336,6.492125000000001,13.133833333333333,0.9979999999999999,-1.3334583333333334,5.121958333333334,6.144125,7.682333333333333,11.628583333333333,-1.2252083333333335,8.743375,13.695416666666667,13.529791666666668,3.564208333333333,0.12816666666666668,-0.22775,10.768958333333332,-1.5341250000000002,-1.2145833333333333,-0.3365416666666667,,-1.450375,-0.6249583333333334,14.838708333333335,-1.0517916666666667,2.953583333333333,20.221875,6.069708333333334,2.3880416666666666,5.576666666666667,-0.8331666666666666,-1.75,0.41079166666666667,,8.296791666666666,8.213,2.2707083333333333,0.03283333333333333,10.140458333333333,0.6310416666666666,-1.0167083333333333,12.239833333333335,-1.9175416666666667,0.07941666666666668,7.57575,0.3944166666666667,9.644583333333333,3.279,1.442,-0.786625,,-0.380625,-1.5127499999999998,4.127625,0.9445833333333332,6.395,14.010791666666668,8.38525,-0.42616666666666664,15.082458333333333
